relative_path,name,type,depth,role,stage_or_scope,formal_status,used_by_current_pipeline,current_pipeline_blocker,reason,recommended_action
scripts/README_current_pipeline_updated.md,README_current_pipeline_updated.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260526_qixing.md,README_current_pipeline_updated_20260526_qixing.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260529_ib3c_boundary.md,README_current_pipeline_updated_20260529_ib3c_boundary.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260529_ib3c_legacy_scripts.md,README_current_pipeline_updated_20260529_ib3c_legacy_scripts.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260529_ib3c_v1c.md,README_current_pipeline_updated_20260529_ib3c_v1c.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260529_ib3c_v1c_26batch.md,README_current_pipeline_updated_20260529_ib3c_v1c_26batch.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260529_ib3c_v1c_official26.md,README_current_pipeline_updated_20260529_ib3c_v1c_official26.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260530_ib3c_p3b_hr_delta_phase3c_bootstrap.md,README_current_pipeline_updated_20260530_ib3c_p3b_hr_delta_phase3c_bootstrap.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260530_ib3c_p3c_recovery_interpretation_verified.md,README_current_pipeline_updated_20260530_ib3c_p3c_recovery_interpretation_verified.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260531_v1g_route_phase_aware_recovery.md,README_current_pipeline_updated_20260531_v1g_route_phase_aware_recovery.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260531_v1g_v2_script_registry.md,README_current_pipeline_updated_20260531_v1g_v2_script_registry.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260531_v1h_reviewed_recovery_holdout.md,README_current_pipeline_updated_20260531_v1h_reviewed_recovery_holdout.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260601_ib0_route_axis_v1_3b_convergence_audit.md,README_current_pipeline_updated_20260601_ib0_route_axis_v1_3b_convergence_audit.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260601_ib0d_v1_3b_contract_qa.md,README_current_pipeline_updated_20260601_ib0d_v1_3b_contract_qa.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260601_ib0d_v1_3b_control_points_only_contract_qa.md,README_current_pipeline_updated_20260601_ib0d_v1_3b_control_points_only_contract_qa.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260601_ib1_v1_3b_contract_qa.md,README_current_pipeline_updated_20260601_ib1_v1_3b_contract_qa.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260601_ib2_ib2d_v1_3b_contract_qa.md,README_current_pipeline_updated_20260601_ib2_ib2d_v1_3b_contract_qa.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/README_current_pipeline_updated_20260601_ib2d_v1_3b_contract_qa.md,README_current_pipeline_updated_20260601_ib2d_v1_3b_contract_qa.md,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/route_core_modeling,route_core_modeling,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/runners,runners,dir,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
scripts/zhonghua_tile_correction_cleanup_v1_3b.py,zhonghua_tile_correction_cleanup_v1_3b.py,file,2,INHERITED,inherits role from nearest known parent,review_parent,maybe,no,not a specifically classified root,review manually
weather/tw_weather_2026-05-01.sqlite3,tw_weather_2026-05-01.sqlite3,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
weather/tw_weather_2026-05-01.sqlite3-shm,tw_weather_2026-05-01.sqlite3-shm,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
weather/tw_weather_2026-05-01.sqlite3-wal,tw_weather_2026-05-01.sqlite3-wal,file,2,FUTURE_LAYER,IB3 activity/behavior/weather layer,future_or_legacy,no,no,outside current IA1-IB2D checkpoint,document in CURRENT_INDEX
七星山上山/ib0c_anchor_from_landmarks_v1.2.py,ib0c_anchor_from_landmarks_v1.2.py,file,2,UNKNOWN,not classified by folder prompt,needs_review,unknown,unknown,add rule if it matters,review manually
